sep=,

Average Count Rate ChA [kHz], Std. Count Rate ChA [kHz],Average Count Rate ChB [kHz], Std. Count Rate ChB [kHz]
1.663203840E+2,9.219856053E+0,1.255080917E+2,6.961733250E+0,

Count Trace ChA [kHz],Count Trace ChB [kHz]
1.611328125E+2,1.223754883E+2
1.641464233E+2,1.247024536E+2
1.710319519E+2,1.263046265E+2
1.726913452E+2,1.279067993E+2
1.634216309E+2,1.252365112E+2
1.756477356E+2,1.306915283E+2
1.704025269E+2,1.274299622E+2
1.551818848E+2,1.169013977E+2
1.602745056E+2,1.222801208E+2
1.535415649E+2,1.162338257E+2
1.573371887E+2,1.187324524E+2
1.703643799E+2,1.277351379E+2
1.683807373E+2,1.246261597E+2
1.636123657E+2,1.265716553E+2
1.576614380E+2,1.231193542E+2
1.665496826E+2,1.280403137E+2
1.559066772E+2,1.128005981E+2
1.607704163E+2,1.224708557E+2
1.622962952E+2,1.207733154E+2
1.582145691E+2,1.146888733E+2
1.621818542E+2,1.222419739E+2
1.578140259E+2,1.203155518E+2
1.670265198E+2,1.273918152E+2
1.643562317E+2,1.203536987E+2
1.621055603E+2,1.202964783E+2
1.624679565E+2,1.263618469E+2
1.420021057E+2,1.074409485E+2
1.580429077E+2,1.197052002E+2
1.560211182E+2,1.159477234E+2
1.534080505E+2,1.167869568E+2
1.673126221E+2,1.258277893E+2
1.539611816E+2,1.117897034E+2
1.694488525E+2,1.250648499E+2
1.639175415E+2,1.256752014E+2
1.559448242E+2,1.194953918E+2
1.615905762E+2,1.196098328E+2
1.504516602E+2,1.139640808E+2
1.578521729E+2,1.212310791E+2
1.604080200E+2,1.188087463E+2
1.591491699E+2,1.206016541E+2
1.536750793E+2,1.173782349E+2
1.571846008E+2,1.188659668E+2
1.564407349E+2,1.165199280E+2
1.635169983E+2,1.222229004E+2
1.496124268E+2,1.130867004E+2
1.524734497E+2,1.161384583E+2
1.585006714E+2,1.219367981E+2
1.536560059E+2,1.172065735E+2
1.673316956E+2,1.261138916E+2
1.579284668E+2,1.193046570E+2
1.564025879E+2,1.205635071E+2
1.498222351E+2,1.115417480E+2
1.518630981E+2,1.131248474E+2
1.604843140E+2,1.190757751E+2
1.562118530E+2,1.183509827E+2
1.592636108E+2,1.182746887E+2
1.390266418E+2,1.105880737E+2
1.555442810E+2,1.177215576E+2
1.466941833E+2,1.094245911E+2
1.556205750E+2,1.150512695E+2
1.551818848E+2,1.152229309E+2
1.477813721E+2,1.138305664E+2
1.641273499E+2,1.251792908E+2
1.590156555E+2,1.179122925E+2
1.638984680E+2,1.216888428E+2
1.536750793E+2,1.160049438E+2
1.620292664E+2,1.212692261E+2
1.420402527E+2,1.086997986E+2
1.522636414E+2,1.148986816E+2
1.563072205E+2,1.208114624E+2
1.624679565E+2,1.216888428E+2
1.592636108E+2,1.204109192E+2
1.499366760E+2,1.131629944E+2
1.588058472E+2,1.206779480E+2
1.546287537E+2,1.154708862E+2
