ome	zstar	zpr	zppr	zstarFi	zprFi	zpprFi	zprS	zpprS	zC
4882.51449496491	57.55603530752377	47.577924395294	32.38886090242463	56.94553491598222	50.42388153460316	26.461785991343383	49.97617266689449	26.65726160063197	(49.97617266689449+26.65726160063197j)
4340.042315412578	54.97955517521459	46.238488252861224	29.744809485933516	54.40196181850231	48.5598191687901	24.525851911731607	48.26375958849924	24.394097313045805	(48.26375958849924+24.394097313045805j)
3906.059274449492	52.849443684915684	45.08763473816887	27.571160503731825	52.294849505689726	47.036912653521824	22.853449036145413	46.81156453101019	22.544115183597686	(46.81156453101019+22.544115183597686j)
3550.978738514805	51.054908600092745	44.073758308078496	25.770283676453893	50.51159041950781	45.76403987585813	21.379275501030904	45.57151827851608	21.02324339510762	(45.57151827851608+21.02324339510762j)
3255.075883956547	49.518884469926526	43.165595571040825	24.266258016910463	48.974839380540175	44.678681943554096	20.05867074699722	44.49468948560522	19.750931276913914	(44.49468948560522+19.750931276913914j)
3004.6948356807534	48.18597343411871	42.343419988809295	22.99832210064245	47.63001928382283	43.73682463170733	18.860246767012733	43.5308141522578	18.637509478582373	(43.5308141522578+18.637509478582373j)
2790.081261116732	47.01537140061766	41.593856959900094	21.91794267574828	46.43773337539678	42.90681468028028	17.76142829382043	42.651379992362266	17.62982756477755	(42.651379992362266+17.62982756477755j)
2604.081898375706	45.976376729435316	40.90737228896637	20.986045591746613	45.36897412326447	42.16547401080534	16.74564464096681	41.8866354387323	16.74511176574354	(41.8866354387323+16.74511176574354j)
2441.3317464676998	45.04568701782491	40.27623490533385	20.17272467363313	44.40199569882884	41.495557572884636	15.800503908237586	41.18228052913919	15.942470833498884	(41.18228052913919+15.942470833498884j)
2170.080021700802	43.440221168194505	39.15826068419646	18.806473229453935	42.81084695949789	40.21764334085807	14.673437957652745	39.97024580339686	14.574911972723019	(39.97024580339686+14.574911972723019j)
1953.0773174483056	42.09511383123553	38.202925107265976	17.67866289381931	41.46722917835917	39.146988514244896	13.676417147635577	38.9376501843048	13.45314271763469	(38.9376501843048+13.45314271763469j)
1775.5287746632052	40.944591311997364	37.38041988197506	16.70819461084092	40.311462867677754	38.231696111305624	12.780901806403987	38.05507744619167	12.53094211223958	(38.05507744619167+12.53094211223958j)
1627.5710536488118	39.94453431971491	36.66768298288341	15.84445791706502	39.30337389059856	37.437075281588115	11.967480668247958	37.28830761132343	11.759935922703301	(37.28830761132343+11.759935922703301j)
1502.3756314672585	39.06449887996583	36.04553818042174	15.058361465531712	38.4145644639158	36.73878582453017	11.22231611975192	36.60129590944994	11.083680514190492	(36.60129590944994+11.083680514190492j)
1395.0649577120944	38.282598006265786	35.4982423686612	14.332902666422168	37.624105404222895	36.1190223467668	10.535156960474543	35.97636895349132	10.469993711220777	(35.97636895349132+10.469993711220777j)
1302.062140915676	37.582624011145136	35.012817716821104	13.658558602274297	36.91603655284433	35.5643066707951	9.89817386170691	35.43084021285688	9.929717733452959	(35.43084021285688+9.929717733452959j)
1220.6844988327211	36.95198723168548	34.578943012144805	13.028663037069029	36.277849821274685	35.06415346721735	9.305242032445422	34.93320207027034	9.440407088394988	(34.93320207027034+9.440407088394988j)
1085.0547274478163	35.8619435589436	33.83290865171248	11.891731917165615	35.2560209667472	34.18025438881978	8.642755597798907	34.08212638860395	8.607909792084131	(34.08212638860395+8.607909792084131j)
976.5505792165628	34.95468988508561	33.20994451370513	10.905500005003551	34.40826702681691	33.4523954030273	8.053948198756537	33.37080434229878	7.9300220350982	(33.37080434229878+7.9300220350982j)
887.7742390110199	34.189626356797945	32.67823242843007	10.053043109971926	33.692810852513695	32.84210552339505	7.52340401237691	32.77210820073665	7.3769557725092225	(32.77210820073665+7.3769557725092225j)
